Temperature,Entropy
196.495,22.08202718648247
198.60676767676767,68.16010273710388
200.71853535353534,113.81424949919348
202.83030303030304,159.0583591692753
204.9420707070707,203.90504543457314
207.05383838383838,248.36576728864034
209.16560606060608,292.4509493417689
211.27737373737375,336.1700976652892
213.38914141414142,379.53190997550786
215.5009090909091,422.5443792338107
217.61267676767676,465.2148900010769
219.72444444444446,507.5503071271452
221.83621212121213,549.5570565732796
223.9479797979798,591.2411983537434
226.0597474747475,632.6084917399968
228.17151515151517,673.6644529982747
230.28328282828284,714.4144060297677
232.3950505050505,754.863526354776
234.50681818181818,795.0168789309051
236.61858585858587,834.8794503239983
238.73035353535354,874.4561757622163
240.8421212121212,913.7519616014682
242.9538888888889,952.7717037174224
245.06565656565658,991.5203023179625
247.17742424242425,1030.0026736429006
249.28919191919192,1068.223758986153
251.4009595959596,1106.1885314423798
253.5127272727273,1143.902000745217
255.62449494949496,1181.3692165297518
257.73626262626266,1218.5952703184726
259.8480303030303,1255.5852964975322
261.959797979798,1292.344472520277
264.07156565656567,1328.8780185469918
266.18333333333334,1365.1911967044018
268.295101010101,1401.2893101256177
270.40686868686873,1437.1777019106503
272.51863636363635,1472.861754129829
274.6304040404041,1508.3468869769506
276.74217171717174,1543.638558165592
278.8539393939394,1578.7422626512384
280.9657070707071,1613.6635327527495
283.07747474747475,1648.4079387397512
285.1892424242424,1682.9810899474808
287.3010101010101,1717.3886364772707
289.4127777777778,1751.636271539202
291.52454545454543,1785.7297344936496
293.63631313131316,1819.6748146502764
295.74808080808083,1853.4773558862446
297.8598484848485,1887.1432621510996
299.97161616161617,1920.678503932367
302.08338383838384,1954.0891257654848
304.19515151515157,1987.3812548825053
306.3069191919192,2020.5611111079627
308.4186868686869,2053.6350181266707
310.5304545454546,2086.6094162675818
312.64222222222224,2119.4908769713043
314.7539898989899,2152.2861191360994
316.8657575757576,2185.002027569751
318.97752525252525,2217.645673813202
321.0892929292929,2250.22433964737
323.20106060606065,2282.7455436490905
325.31282828282826,2315.2170712267034
327.424595959596,2347.6470086438376
329.53636363636366,2380.0437816332897
331.64813131313133,2412.416199316033
333.759898989899,2444.7735042779636
335.87166666666667,2477.1254298248923
337.9834343434344,2509.4822656426345
340.095202020202,2541.8549333441797
342.20696969696974,2574.2550737033444
344.3187373737374,2606.69514777152
346.4305050505051,2639.188554575348
348.54227272727275,2671.7497687298264
350.6540404040404,2704.394502116557
352.7658080808081,2737.1398948293836
354.87757575757576,2770.0047419607226
356.9893434343435,2803.0097646047793
359.1011111111111,2836.1779358476715
361.2128787878788,2869.5348757283577
363.3246464646465,2903.1093335175383
365.43641414141416,2936.9337816615766
367.54818181818183,2971.0451541024154
369.6599494949495,3005.485773528383
371.7717171717172,3040.304529183329
373.88348484848484,3075.558391983364
375.99525252525257,3111.314391558121
378.10702020202024,3147.6522385350077
380.2187878787879,3184.6678693813283
382.3305555555556,3222.4783472975355
384.44232323232325,3261.228823209749
386.5540909090909,3301.1027521572323
388.6658585858586,3342.337501294777
390.7776262626263,3385.2494029578197
392.8893939393939,3430.276510973901
395.00116161616165,3478.0574169835427
397.1129292929293,3529.5917793719154
399.224696969697,3586.6151163636455
401.33646464646466,3652.6742449747635
403.44823232323233,3737.6087825064897
405.56,3995.1689293123327
