Temperature,Entropy
170.85,419.56641680149437
172.9041414141414,433.7166823347711
174.95828282828282,447.70505799274184
177.01242424242423,461.5382468103996
179.06656565656564,475.22244093823764
181.12070707070706,488.7633759599454
183.17484848484847,502.16637875004017
185.22898989898988,515.4364096994665
187.28313131313132,528.578100025004
189.3372727272727,541.5957847821276
191.39141414141415,554.4935321184141
193.44555555555556,567.2751692336884
195.49969696969697,579.9443054520618
197.55383838383838,592.5043527584486
199.6079797979798,604.9585441067532
201.6621212121212,617.3099497677738
203.71626262626262,629.5614919509395
205.77040404040403,641.7159579046795
207.82454545454544,653.7760116747578
209.87868686868686,665.7442046778398
211.93282828282827,677.6229852283793
213.98696969696968,689.4147071402123
216.0411111111111,701.121637509746
218.09525252525253,712.7459637749671
220.14939393939392,724.2898001334762
222.20353535353536,735.7551933931113
224.25767676767674,747.1441283203591
226.31181818181818,758.4585325443938
228.3659595959596,769.7002810681828
230.420101010101,780.8712004325306
232.47424242424242,791.9730725740156
234.52838383838383,803.0076384135614
236.58252525252524,813.9766012086379
238.63666666666666,824.8816296989022
240.69080808080807,835.7243610722826
242.74494949494948,846.5064037760961
244.7990909090909,857.2293401957464
246.8532323232323,867.8947292217777
248.90737373737375,878.5041087245895
250.96151515151513,889.0589979548879
253.01565656565657,899.5608998870039
255.06979797979795,910.0113035213809
257.1239393939394,920.4116861620623
259.1780808080808,930.7635156846031
261.2322222222222,941.068252809709
263.2863636363636,951.3273533979763
265.34050505050504,961.5422707813218
267.3946464646465,971.7144581472082
269.44878787878787,981.8453709924328
271.50292929292925,991.9364696642243
273.5570707070707,1001.9892220075644
275.61121212121213,1012.0051061391881
277.6653535353535,1021.9856133705683
279.71949494949496,1031.9322513044112
281.77363636363634,1041.8465471319125
283.8277777777778,1051.7300511612361
285.88191919191917,1061.5843406115443
287.9360606060606,1071.41102371153
289.990202020202,1081.2117441469304
292.04434343434343,1090.9881859081318
294.0984848484849,1100.7420785969753
296.15262626262626,1110.4752032615359
298.20676767676764,1120.1893988393842
300.2609090909091,1129.886569304178
302.3150505050505,1139.5686916280197
304.3691919191919,1149.2378246937758
306.4233333333333,1158.8961193185178
308.47747474747473,1168.5458295830338
310.53161616161617,1178.1893257048105
312.58575757575755,1187.8291087456391
314.63989898989894,1197.4678275135107
316.6940404040404,1207.1082981062395
318.7481818181818,1216.7535266575935
320.80232323232326,1226.406735993779
322.85646464646464,1236.0713971004884
324.910606060606,1245.751266553798
326.96474747474747,1255.4504314038595
329.0188888888889,1265.1733634490529
331.0730303030303,1274.9249854435916
333.1271717171717,1284.7107526069383
335.1813131313131,1294.5367539422755
337.23545454545456,1304.4098394651996
339.28959595959594,1314.3377817110725
341.3437373737373,1324.3294831763237
343.39787878787877,1334.3952462130958
345.4520202020202,1344.5471292794675
347.5061616161616,1354.7994249643666
349.560303030303,1365.1693136230354
351.6144444444444,1375.6777772970502
353.66858585858586,1386.3509114769356
355.7227272727273,1397.2218681971954
357.7768686868687,1408.3338461661804
359.83101010101007,1419.74491277488
361.8851515151515,1431.5362494698484
363.93929292929295,1443.8273514838595
365.99343434343433,1456.806993572563
368.0475757575757,1470.8058238540948
370.10171717171715,1486.5074869581865
372.1558585858586,1505.8384982746372
374.21,1562.0991079055627
